WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7 WT_8_8 WT_9_9 WT_10_10 WT_11_11 WT_12_12 WT_13_13 WT_14_14 WT_15_15 WT_16_16 WT_17_17 WT_18_18 WT_19_19 WT_20_20 WT_21_21 WT_22_22 WT_23_23 WT_24_49 WT_25_51 WT_26_55 WT_27_58 WT_28_60 WT_29_63 WT_30_65 WT_31_67 WT_32_69 WT_33_71 WT_34_288 SS_1_50 SS_2_52 SS_3_53 SS_4_54 SS_5_56 SS_6_57 SS_7_59 SS_8_61 SS_9_62 SS_10_64 SS_11_66 SS_12_68 SS_13_70 SS_14_72 SS_15_289 SS_16_290 SS_17_291 SS_18_292 SS_19_293 SS_20_294 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_28_t16 TS_2_28_t16 TS_2_28_t16 TS_2_29_t24 TS_2_29_t24 TS_2_30_t36 TS_3_32_t5 TS_3_33_t6 TS_3_34_t8 TS_4_37_t8 TS_4_37_t8 TS_4_37_t8 TS_4_38_t14 TS_4_38_t14 TS_4_39_t30 TS_7_45_t8 TS_7_45_t8 TS_7_45_t8 TS_7_46_t14 TS_7_46_t14 TS_7_47_t30 TS_18_110_t5 TS_18_110_t5 TS_18_111_t6 TS_18_111_t6 TS_18_112_t7 TS_18_113_t8 TS_18_114_t9 TS_18_115_t10 TS_18_116_t11 TS_19_119_t5 TS_19_119_t5 TS_19_120_t6 TS_19_120_t6 TS_19_121_t7 TS_19_122_t8 TS_19_123_t9 TS_19_124_t10 TS_19_125_t11 TS_33_169_t14 TS_33_169_t14 TS_33_170_t30 TS_34_172_t14 TS_34_172_t14 TS_34_173_t30 TS_35_175_t0 TS_35_176_t2 TS_36_178_t0 TS_36_179_t2 TS_37_181_t2 TS_38_183_t2 TS_44_196_t0 TS_44_196_t0 TS_44_196_t0 TS_45_200_t0 TS_45_200_t0 TS_45_200_t0 TS_45_201_t2 TS_45_201_t2 TS_45_202_t4 TS_45_202_t4 TS_45_203_t6 TS_45_203_t6 TS_53_230_t0 TS_53_231_t2 TS_54_233_t2 TS_55_235_t0 TS_55_236_t2 TS_56_238_t2 TS_58_242_t0 TS_59_245_t0 TS_67_276_t0 TS_68_280_t0 TS_69_284_t0
G213 7.66271665 8.15005 7.19706665 7.47413335 8.0119 7.5549 7.84996666666667 7.543825 7.93975 7.45160835 7.66385 8.4494 8.45494665 8.9401 8.4238 8.143325 8.05495556666667 7.86283335 7.4741 7.855745 7.452775 8.49016666666667 7.5895 7.8807 7.789 7.38 8.59125 8.0939 8.10790666 7.82795 7.3076 8.5862 7.8258 8.50166666666667 7.9233667 7.8841667 7.79665 8.16903335 7.58245556666667 7.7466 8.5114 8.6965 8.65062 7.84393334 7.7877 7.5919 8.0801667 7.8413667 8.1029 8.16543333333333 7.86073333333333 7.5811 7.85766666666667 7.5534 7.87156665 7.87156665 7.87156665 7.87156665 7.346325 7.346325 7.346325 7.346325 7.66232915 7.66232915 7.66232915 7.94021665 7.94021665 8.4447 7.5595 8.10985 8.32541665 7.89585 7.89585 7.89585 7.56505 7.56505 8.4832333 7.01195 7.01195 7.01195 9.0625 9.0625 6.5948 7.6162 7.6162 7.5732 7.5732 7.0831 7.5728 7.2122 7.3864 7.3564 7.3977 7.3977 7.6206 7.6206 8.7791 8.7967 8.6877 8.4286 8.5395 7.8186 7.8186 8.0981 8.8151 8.8151 7.8869 8.34783333333333 8.53556666666667 8.28147776666667 8.1219667 8.25332223333333 7.52676666666667 7.4620333 7.4620333 7.4620333 8.532 8.532 8.532 7.651 7.651 8.5345 8.5345 8.405 8.405 7.39176666666667 8.10016666666667 8.0321 7.7337 7.9411 8.4946 7.92865 9.4206 7.8887 8.81695 8.26155
G214 7.78734165 7.74835 7.813 7.948275 7.767375 7.7223 8.24768333333333 7.83005 7.9879 7.97248335 8.310875 8.9116 7.67443665 9.1133 8.20048 8.824025 8.60787776666667 8.1399 7.68355 9.16763 8.238625 8.8514 8.00243335 7.6722333 8.0299333 9.14953333333333 8.82248334 9.3434 8.15013998 7.99615 8.2542 7.6939 7.8031333 8.13146666666667 7.973 7.96 7.77366665 8.50171665 7.7938 7.85088 8.9058 9.1331 8.6124 8.31627834 7.6034 7.8289 8.3764667 7.9402 8.04286666666667 8.05181666666667 7.633 8.8356 8.75406666666667 8.17556666666667 8.16783335 8.16783335 8.16783335 8.16783335 8.078275 8.078275 8.078275 8.078275 8.09989165 8.09989165 8.09989165 7.97381665 7.97381665 9.2372 7.94861665 8.734475 8.7255667 7.44285 7.44285 7.44285 7.4267 7.4267 7.7583333 8.14575 8.14575 8.14575 8.4808 8.4808 8.3691 7.6037 7.6037 7.2648 7.2648 7.6583 7.8042 8.2099 7.6394 8.3851 7.0622 7.0622 7.4001 7.4001 8.248 8.2164 8.7136 7.8682 8.1151 8.1957 8.1957 7.6712 8.2551 8.2551 7.8303 8.37326666666667 8.75026666666667 8.28864443333333 8.45047776666667 8.33026666666667 8.5365 8.2428 8.2428 8.2428 7.6413 7.6413 7.6413 7.5791 7.5791 8.4517 8.4517 8.2725 8.2725 9.00583333333333 7.4507 7.99246666666667 8.07406 9.15526666666667 8.72916666666667 8.16635 9.5064 8.5558 8.68665 8.1525
G215 8.10555835 8.32213333333333 8.02101665 7.77353335 7.96565 8.7431 8.36345 7.743725 8.10698333333333 8.17748335 8.456875 7.9663 8.23714335 8.4425 8.32366 7.928725 8.39587776666667 8.26235 7.8959 7.828355 8.198225 8.61873333333333 7.92863335 8.0796 7.9537667 8.21381666666667 8.42961666 8.21 8.29795332 7.8782 8.4524 8.25195 8.1884667 8.09286666666667 8.0527667 8.1344667 8.0545 8.354 7.79822223333333 7.8687 8.41254 8.4242 8.25536 7.98740666 7.9326 8.2875 8.3170333 8.3553667 8.44083333333333 8.21518333333333 7.95415 8.41226666666667 8.55146666666667 8.6044 8.12168335 8.12168335 8.12168335 8.12168335 8.627025 8.627025 8.627025 8.627025 8.3516 8.3516 8.3516 8.12951665 8.12951665 8.199175 8.03071665 8.16085 8.0331667 7.73445 7.73445 7.73445 7.89565 7.89565 8.1167667 8.4297 8.4297 8.4297 8.2877 8.2877 8.4917 7.865 7.865 7.8774 7.8774 8.1908 10.176 10.662 10.382 11.678 8.1151 8.1151 8.0645 8.0645 7.9031 7.673 8.0456 7.7078 7.6965 8.0666 8.0666 8.4561 8.5358 8.5358 8.289 8.20203333333333 8.1704 8.26213333333333 8.0228222 8.51493333333333 9.24386666666667 8.6528 8.6528 8.6528 8.2305 8.2305 8.2305 8.1862 8.1862 8.4455 8.4455 8.4724 8.4724 8.13223333333333 7.48443333333333 8.2032 8.2244 9.25346666666667 8.6447 8.435 8.33715 7.7795 8.12785 8.15825
G216 8.61224165 9.18588333333333 10.14801665 9.17248335 8.54895 10.171 9.37696666666667 9.09764165 9.72471666666667 10.0075 10.413325 10.047 9.56181665 10.217 9.65552 10.09225 10.7463 9.9311 10.0586 9.712685 9.8652 9.19776666666667 10.16843335 9.4203333 9.7098 12.3548333333333 9.84320666 10.317 9.94368 9.91185 11.15 8.0399 9.6149333 9.3328 9.5844667 9.6462333 9.5421 9.49613335 9.37101113333333 10.09298 9.98294 10.073 9.6876 10.66523666 9.7034 9.2991 10.0153 9.8876333 9.45726666666667 9.77873333333333 10.0682 11.1593333333333 11.2986 11.1296666666667 11.1105 11.1105 11.1105 11.1105 10.388575 10.388575 10.388575 10.388575 8.910375 8.910375 8.910375 10.58181665 10.58181665 9.644975 10.60593335 9.599175 9.75945 8.8633 8.8633 8.8633 9.3147 9.3147 9.8181333 9.10345 9.10345 9.10345 10.825 10.825 11.524 10.378 10.378 9.8723 9.8723 11.767 10.103 10.793 9.9731 11.304 10.042 10.042 11.674 11.674 9.6903 9.2395 9.6205 9.2041 9.5323 9.9621 9.9621 9.7017 10.146 10.146 9.6076 10.0669666666667 9.83023333333333 9.82043333333333 9.63166666666667 10.6940889 9.82526666666667 8.0659667 8.0659667 8.0659667 11.374 11.374 11.374 10.808 10.808 11.301 11.301 10.831 10.831 11.345 9.53693333333333 9.79323333333333 10.9204 11.613 10.4396333333333 10.061 9.7859 10.6085 9.3064 9.6235
G217 6.92946665 7.31321666666667 6.70206665 6.76944165 7.161625 6.2131 7.39223333333333 7.13609165 7.45296666666667 6.84846665 7.023525 7.3183 7.12027665 7.2138 6.91752 7.35585 7.4497111 7.40921665 7.4848 6.94096 7.472125 7.38926666666667 7.48061665 7.0716 6.8893333 7.40156666666667 7.50845666 7.2413 7.57221334 7.05725 7.2397 7.2213 6.7844667 7.16876666666667 6.9421333 7.0020333 7.0105667 7.4503 6.8242222 7.1357 7.30386 7.5827 7.28098 7.28976 7.01265 7.3267 7.0536667 6.8218667 7.8304 7.59558333333333 7.59236666666667 7.29743333333333 7.4125 7.50926666666667 7.19038335 7.19038335 7.19038335 7.19038335 7.344675 7.344675 7.344675 7.344675 7.29683335 7.29683335 7.29683335 7.18413335 7.18413335 7.242575 7.61626665 7.80715 7.3241 6.81265 6.81265 6.81265 6.7219 6.7219 6.9968 8.61955 8.61955 8.61955 6.9935 6.9935 7.1644 7.343 7.343 7.2729 7.2729 7.4624 7.5961 7.6593 7.7011 7.3588 7.457 7.457 7.7329 7.7329 7.0005 7.0395 7.1806 6.9774 7.0818 7.6178 7.6178 7.3492 7.3583 7.3583 7.5477 7.35203333333333 7.30693333333333 7.4119889 7.41082223333333 7.5681111 7.8641 7.9238333 7.9238333 7.9238333 7.3362 7.3362 7.3362 7.3472 7.3472 7.3611 7.3611 7.202 7.202 7.68433333333333 7.19056666666667 7.75623333333333 8.13306 7.75396666666667 7.3113 7.5576 7.10405 6.91395 6.92525 7.1293
G218 5.11606665 4.92676666666667 5.1588 5.06475 4.756175 5.9771 5.23071666666667 5.141875 4.90891666666667 4.939425 5.326 5.0513 4.86002 4.9631 4.63402 4.828325 5.09237776666667 4.87045 5.0921 4.764365 5.061925 4.63884443333333 4.98536665 4.8338333 4.7037 5.15975 4.7951 4.4415 4.86882 4.76985 5.3745 4.94775 4.7589 4.70633333333333 4.7593 4.6217 4.79018335 4.82711665 4.89437776666667 4.8075 4.4853 4.6578 4.58012 4.86138334 4.8066 4.7509 4.7665667 4.8473333 4.96173333333333 4.8737 4.81781666666667 4.70533333333333 4.74113333333333 4.54176666666667 4.69891665 4.69891665 4.69891665 4.69891665 4.955475 4.955475 4.955475 4.955475 4.99091665 4.99091665 4.99091665 4.85155 4.85155 4.7038 4.96863335 5.091275 4.6769 4.90465 4.90465 4.90465 4.926 4.926 5.0958 5.85305 5.85305 5.85305 4.4851 4.4851 5.4725 4.6904 4.6904 5.5259 5.5259 4.8785 5.0496 5.1563 5.0404 4.6912 5.1603 5.1603 5.3671 5.3671 4.8034 4.5836 4.7019 4.5445 4.6174 4.6077 4.6077 4.6158 4.7957 4.7957 4.5688 4.6753 4.63883333333333 4.65375556666667 4.88365556666667 4.61024443333333 5.45253333333333 5.735 5.735 5.735 4.6961 4.6961 4.6961 4.634 4.634 4.4298 4.4298 4.4445 4.4445 4.84926666666667 4.7023 5.10593333333333 5.02856 4.646 4.69366666666667 4.7559 4.66855 4.7076 4.8235 4.5964
G219 9.58838335 9.01893333333333 8.36463335 8.69006665 8.5947 8.2807 8.90918333333333 9.5013 9.53296666666667 8.08231665 9.3505 8.2439 10.02265 8.9389 9.13954 8.486925 8.2052 8.31338335 7.88605 9.9748 7.917625 7.2770111 8.0274 8.2271333 8.0764333 8.83456666666667 8.22517666 8.1738 8.68486666 8.0258 8.0682 8.4224 7.4047667 10.462 8.0207 8.0937667 8.13011665 9.4957 8.62298886666667 8.29826 8.37476 8.4174 8.76068 8.46616166 10.1575 9.9837 8.2511 7.6174667 9.90076666666667 9.80748333333333 9.17283333333333 7.71946666666667 8.464 7.82513333333333 8.86978335 8.86978335 8.86978335 8.86978335 8.8897 8.8897 8.8897 8.8897 6.61924585 6.61924585 6.61924585 8.20443335 8.20443335 8.128375 7.889 8.501075 9.1467 9.41645 9.41645 9.41645 8.94565 8.94565 10.6563333 7.58825 7.58825 7.58825 8.9706 8.9706 7.7871 7.7696 7.7696 7.7533 7.7533 7.7545 9.3456 8.0163 8.9732 8.0183 7.6612 7.6612 7.5528 7.5528 10.739 10.258 10.666 10.825 10.819 8.686 8.686 9.8562 10.234 10.234 9.5088 9.7194 9.78293333333333 8.93293333333333 7.7664111 9.73686666666667 9.1539 8.2969 8.2969 8.2969 8.115 8.115 8.115 7.7154 7.7154 8.1943 8.1943 8.1729 8.1729 7.47133333333333 9.69363333333333 9.7026 9.01138 11.2913333333333 9.55133333333333 9.724 10.734 7.67775 9.88075 9.14615
G220 9.407525 9.09205 8.572 9.26285835 9.2854 11.138 8.82368333333333 8.99220835 8.86355 9.26008335 8.8833 9.4055 8.91109 9.5207 9.93428 9.233825 8.89904443333333 8.78011665 8.7952 9.17759 8.296125 9.05806666666667 8.9203 9.2802667 8.9523667 8.7809 8.97518334 9.463 9.36656666 8.7556 8.3894 8.95215 9.4878333 8.89456666666667 9.0616 8.8715667 8.79548335 9.18038335 9.1918222 8.81984 9.21666 9.1337 9.31464 9.09357 8.79505 9.0698 9.8693667 9.2952 9.02976666666667 8.93891666666667 8.92143333333333 10.017 10.1069666666667 10.6686666666667 8.99336665 8.99336665 8.99336665 8.99336665 8.669775 8.669775 8.669775 8.669775 8.99265415 8.99265415 8.99265415 9.05556665 9.05556665 8.81235 8.69236665 8.500075 9.3043333 8.84265 8.84265 8.84265 9.1138 9.1138 8.9319333 7.8891 7.8891 7.8891 9.27 9.27 8.3511 8.8481 8.8481 8.3685 8.3685 8.5226 8.6382 10.12 8.2965 10.614 8.7331 8.7331 8.8651 8.8651 9.1197 8.9084 9.5083 9.6632 9.176 8.9979 8.9979 9.063 9.4689 9.4689 9.2124 9.35966666666667 9.15623333333333 9.38006666666667 9.3216 9.34923333333333 9.4204 8.6072 8.6072 8.6072 9.2107 9.2107 9.2107 9.1857 9.1857 9.2076 9.2076 9.5153 9.5153 8.963 8.69243333333333 8.97833333333333 9.01262 9.94586666666667 9.45473333333333 10.2435 9.7869 8.7827 8.9801 8.9521
G221 7.61700835 7.70175 7.44276665 7.32686665 7.32515 7.5854 7.96136666666667 7.261725 7.87548333333333 7.38691665 7.965275 8.3712 7.61769 8.2284 7.74712 7.963825 8.2577111 7.9904 7.8043 7.92352 8.141575 8.41062223333333 7.72378335 7.9366333 8.0009 8.26343333333333 8.30267 8.6728 8.27802668 7.9262 8.2202 7.4378 7.8297667 7.6014 7.8724333 8.0790333 7.96141665 7.87038335 7.447 7.73356 8.43072 8.3672 8.3085 7.80965166 7.8764 8.1316 8.3094333 7.8429667 8.34566666666667 8.04683333333333 7.94726666666667 8.2853 8.17136666666667 8.34063333333333 7.94533335 7.94533335 7.94533335 7.94533335 8.289125 8.289125 8.289125 8.289125 8.23675835 8.23675835 8.23675835 8.0065 8.0065 8.3663 7.89693335 8.009075 8.1051 7.9999 7.9999 7.9999 7.66895 7.66895 7.5103667 8.3777 8.3777 8.3777 8.1627 8.1627 8.4862 7.944 7.944 7.8934 7.8934 8.0957 7.7512 8.4019 7.9847 8.4612 7.7789 7.7789 7.9331 7.9331 7.7429 7.7519 8.0016 7.9791 7.7936 7.4709 7.4709 8.1642 8.0974 8.0974 8.2704 8.4329 8.39993333333333 8.08895556666667 7.8637778 7.8720111 8.27956666666667 8.2019333 8.2019333 8.2019333 8.1579 8.1579 8.1579 8.2897 8.2897 8.4906 8.4906 8.3596 8.3596 8.19336666666667 7.7886 8.48776666666667 8.30232 9.16573333333333 8.15203333333333 8.8143 8.3149 7.8965 7.8522 7.90505
G222 6.87083335 6.79123333333333 6.72408335 6.65818335 6.7014 7.5688 6.97076666666667 7.09854165 6.62935 6.82768335 7.4299 7.0911 6.99726 6.9729 6.52224 7.065175 7.26204443333333 7.04645 6.95705 6.748035 7.083275 6.65502223333333 6.98635 6.8316667 6.7751667 7.04426666666667 6.83761 6.6887 6.98044 6.8171 7.6512 6.49755 6.8617667 6.6903 6.8211 6.7995 6.73288335 7.03535 6.90763333333333 7.08578 6.59436 6.6215 6.76092 6.87437334 6.6829 6.831 6.8159333 6.9489 6.81336666666667 6.82323333333333 6.75481666666667 6.8877 6.81843333333333 6.8036 6.7448 6.7448 6.7448 6.7448 7.063975 7.063975 7.063975 7.063975 6.90476665 6.90476665 6.90476665 6.75278335 6.75278335 6.714875 7.03961665 7.328825 6.74358335 6.8189 6.8189 6.8189 6.7903 6.7903 7.0095667 7.7685 7.7685 7.7685 6.9325 6.9325 7.9952 6.769 6.769 6.9567 6.9567 7.1946 7.3566 7.5697 7.4727 7.1535 7.1546 7.1546 7.0898 7.0898 6.4019 6.3808 6.4823 6.434 6.4666 6.6618 6.6618 6.4194 6.6829 6.6829 6.7781 6.54126666666667 6.63543333333333 6.66153333333333 6.6237222 6.66777776666667 8.07483333333333 7.183 7.183 7.183 6.8874 6.8874 6.8874 6.9229 6.9229 6.3905 6.3905 6.3399 6.3399 7.0728 6.59596666666667 6.97276666666667 7.07976 7.46113333333333 6.72336666666667 6.7688 6.74455 6.7044 6.65525 6.65905
G223 9.83375 8.64876666666667 9.81495 9.55046665 8.61865 8.8136 8.32998333333333 9.177725 8.82993333333333 9.13615 8.469825 8.874 8.82167 9.6416 8.56696 8.623575 9.2884 8.36175 8.34215 9.33459 8.0907 8.88837776666667 8.52095 9.098 9.2243333 9.8764 8.79343666 9.1963 8.97867334 9.5729 7.9205 8.99835 9.7465333 8.9072 9.4606333 9.5301333 9.30603335 8.76623335 8.85315556666667 8.2539 9.28568 8.9299 9.14178 8.820955 9.176 9.2054 9.6374 9.3595 9.0337 8.881 8.84343333333333 8.94856666666667 9.09836666666667 9.66343333333333 9.64048335 9.64048335 9.64048335 9.64048335 8.462125 8.462125 8.462125 8.462125 8.81361665 8.81361665 8.81361665 9.22098335 9.22098335 8.633125 8.40651665 8.6978 8.95005 8.6615 8.6615 8.6615 8.68405 8.68405 8.9027333 8.08395 8.08395 8.08395 8.5655 8.5655 7.4181 8.2892 8.2892 8.113 8.113 8.192 9.7317 9.1767 9.5821 10.018 7.8439 7.8439 8.2893 8.2893 9.3215 9.2124 9.3654 9.2992 9.4531 9.3786 9.3786 9.6741 9.719 9.719 9.3051 8.9411 9.1464 9.18352223333333 9.23524443333333 9.47964443333333 9.34446666666667 8.4418667 8.4418667 8.4418667 8.7168 8.7168 8.7168 8.7368 8.7368 9.3853 9.3853 9.6435 9.6435 8.62683333333333 9.20126666666667 8.85763333333333 9.26508 9.1336 9.24686666666667 9.56355 9.2262 9.2512 9.03715 9.2034
G224 8.12555 8.07845 7.90401665 8.04261665 7.859475 8.8395 7.89338333333333 8.034875 8.1841 7.77801665 8.29265 8.2771 8.17387335 8.4237 8.21612 8.454425 8.12447776666667 7.96821665 8.12035 7.95546 8.32075 7.91375556666667 8.22018335 7.7261667 7.8677667 8.1724 8.09219334 8.2614 8.18576666 8.001 8.4839 7.97445 7.9763333 7.9391 7.9381333 7.9280333 7.75925 7.98413335 8.0196889 8.01032 8.06804 7.9792 8.06332 8.16737666 7.82315 7.8473 7.8545333 7.7821333 8.28423333333333 8.13528333333333 8.2451 8.79323333333333 8.49853333333333 8.49016666666667 7.89886665 7.89886665 7.89886665 7.89886665 8.382675 8.382675 8.382675 8.382675 7.72313335 7.72313335 7.72313335 8.0233 8.0233 7.765375 8.21691665 7.9804 7.9187333 8.1586 8.1586 8.1586 8.0923 8.0923 8.2468 8.33015 8.33015 8.33015 8.9001 8.9001 8.5334 8.0012 8.0012 8.2199 8.2199 8.4861 8.044 8.4966 7.9064 8.4315 8.3632 8.3632 8.3529 8.3529 7.8691 7.8714 8.0025 7.7988 7.8431 7.9784 7.9784 7.9459 7.9269 7.9269 8.1297 8.18566666666667 8.1702 8.23247776666667 8.21466666666667 8.51406666666667 8.70953333333333 7.9671 7.9671 7.9671 8.18 8.18 8.18 8.3869 8.3869 8.7337 8.7337 8.1953 8.1953 7.90883333333333 8.1222 8.12493333333333 9.0909 9.70233333333333 8.5539 8.48215 8.23975 8.02055 7.9515 7.9509
G225 7.90868335 8.2309 7.70688335 7.89406665 7.87935 8.0391 7.819 7.77953335 7.89641666666667 7.96880835 7.6634 7.8795 7.92891 8.3108 7.8687 8.05265 7.8735889 7.89545 7.9875 7.823555 7.71015 8.10233333333333 7.87921665 7.8148 7.9569667 7.72395 7.80084 7.9394 7.9221 7.93985 7.76 7.81265 7.7004 7.96006666666667 7.9658667 8.2645333 7.87778335 8.10141665 7.86172223333333 7.91846 7.93642 7.601 8.01062 7.773115 7.8554 7.8227 7.4932333 7.8108667 7.93843333333333 7.86721666666667 7.88408333333333 7.72493333333333 8.0923 7.8796 7.6414 7.6414 7.6414 7.6414 7.6633 7.6633 7.6633 7.6633 7.99694165 7.99694165 7.99694165 7.86523335 7.86523335 7.8863 7.8886 7.851125 7.79176665 7.90035 7.90035 7.90035 8.0752 8.0752 7.9766 7.4292 7.4292 7.4292 8.3044 8.3044 8.2726 8.0285 8.0285 8.0558 8.0558 7.8548 8.4057 7.6629 8.0722 8.2088 8.2326 8.2326 8.1832 8.1832 7.6478 7.6969 7.7158 7.7755 8.0412 8.1628 8.1628 7.9003 7.8378 7.8378 7.8206 8.02603333333333 7.89413333333333 7.80293333333333 7.80628886666667 7.84983333333333 8.0055 7.7794667 7.7794667 7.7794667 8.1627 8.1627 8.1627 7.7041 7.7041 7.7342 7.7342 7.8774 7.8774 7.94356666666667 7.94043333333333 7.88403333333333 8.01576 7.75496666666667 7.89996666666667 7.68265 7.7059 7.9408 8.0259 8.09095
G226 6.48349165 6.48588333333333 6.52673335 6.08564165 6.049 7.13 7.86296666666667 6.6945 6.87671666666667 6.37295835 7.454025 7.6703 6.63226665 6.7367 6.73482 7.01995 6.88675556666667 6.56458335 6.92435 7.00282 7.470925 7.2593111 6.9606 6.0672 6.1385333 7.48161666666667 7.35059 7.0543 6.99664 6.233 8.0953 6.00815 6.2486333 6.73903333333333 6.1275333 6.1434333 6.07263335 7.25328335 6.4389222 6.96462 7.1142 7.2071 7.1546 6.93764166 6.31875 6.3457 6.3605667 6.1816333 6.80313333333333 6.59558333333333 6.4448 6.49063333333333 6.8224 6.61573333333333 6.57521665 6.57521665 6.57521665 6.57521665 6.9676 6.9676 6.9676 6.9676 6.55439165 6.55439165 6.55439165 7.06348335 7.06348335 7.5605 7.19486665 8.0216 7.3398167 6.54965 6.54965 6.54965 6.3402 6.3402 7.2088667 7.70235 7.70235 7.70235 7.672 7.672 7.6375 6.5497 6.5497 6.5716 6.5716 6.7188 5.1968 4.2112 5.172 5.106 6.6494 6.6494 6.8518 6.8518 6.5599 6.2927 6.4521 6.3014 6.2731 6.4708 6.4708 5.9796 6.646 6.646 6.0885 7.47673333333333 7.2297 6.87015556666667 6.68646666666667 7.0651 7.97153333333333 7.0133667 7.0133667 7.0133667 7.5067 7.5067 7.5067 6.8293 6.8293 7.166 7.166 7.0979 7.0979 7.849 6.40216666666667 7.40223333333333 7.81676 9.12193333333333 6.60486666666667 6.3194 7.73715 7.3804 7.18 6.8875
G227 9.04579165 8.99385 9.00176665 9.46034165 9.043225 8.0836 9.084 8.760675 8.85178333333333 9.15123335 9.249275 8.8425 8.91027335 9.4403 8.90944 9.13455 9.29393333333333 9.01201665 8.8384 9.156645 9.338 9.5020889 8.92935 9.1097333 9.0881667 9.53873333333333 9.45118666 9.4591 9.13166668 8.98365 9.3011 9.24455 9.1014667 8.7315 9.1061 9.1207 9.13035 9.09416665 8.58223333333333 8.98126 9.3831 9.8493 9.2917 8.90187334 9.10215 9.5776 9.227 9.0447667 8.8989 8.95985 8.60635 9.13833333333333 8.85396666666667 9.29563333333333 9.12328335 9.12328335 9.12328335 9.12328335 9.436075 9.436075 9.436075 9.436075 9.5396375 9.5396375 9.5396375 8.96526665 8.96526665 9.35495 8.87961665 9.0954 9.64635 8.5354 8.5354 8.5354 8.37725 8.37725 8.7768333 9.18175 9.18175 9.18175 9.26 9.26 9.7104 9.0472 9.0472 8.5635 8.5635 8.6185 9.6332 9.1528 9.6456 9.3635 9.0295 9.0295 8.7523 8.7523 8.7838 8.5947 8.8651 8.5704 8.6692 8.4369 8.4369 9.2144 8.9868 8.9868 9.0498 9.1909 9.202 8.7757 8.90635553333333 9.1724 9.78736666666667 9.7593667 9.7593667 9.7593667 9.5879 9.5879 9.5879 9.0564 9.0564 9.1888 9.1888 9.3785 9.3785 9.68463333333333 8.653 8.8581 8.6914 9.08296666666667 9.0187 8.68065 8.7283 8.93345 8.8975 8.6824
G228 8.87589165 8.12303333333333 8.79981665 8.56939165 8.1206 7.9109 7.9157 8.41233335 8.07723333333333 8.99530835 7.876525 9.0714 8.46842335 9.0714 8.9213 8.63095 8.43194443333334 8.2785 8.10595 9.16532 7.96105 8.571 8.23313335 8.7446 9.0365 8.95863333333333 8.63075334 9.2903 8.58811334 8.5801 7.0833 8.2425 8.8018333 8.54573333333333 8.8891667 8.8979 8.79293335 8.15651665 8.45954443333333 8.1374 9.09116 8.2865 8.78396 8.35419666 8.5643 9.1782 9.1230333 8.7109 8.20036666666667 8.41931666666667 8.38701666666667 8.8426 8.95823333333333 9.0353 8.30986665 8.30986665 8.30986665 8.30986665 8.237275 8.237275 8.237275 8.237275 8.39523335 8.39523335 8.39523335 8.64708335 8.64708335 8.6885 8.0581 7.976225 8.8790667 8.20545 8.20545 8.20545 8.33205 8.33205 8.5618667 7.71265 7.71265 7.71265 8.8987 8.8987 7.7886 8.2529 8.2529 7.6982 7.6982 8.165 6.23 5.1983 5.9507 6.0771 8.1577 8.1577 8.026 8.026 8.9468 8.8078 9.044 8.8125 8.8595 8.2529 8.2529 8.8043 8.6882 8.6882 8.7119 8.67346666666667 8.86013333333333 8.73187776666667 8.80521113333333 8.98515556666667 8.5287 7.2390333 7.2390333 7.2390333 8.8374 8.8374 8.8374 8.9582 8.9582 8.6865 8.6865 9.0542 9.0542 8.16356666666667 8.68276666666667 8.15103333333333 8.66386 9.23143333333333 9.07593333333333 8.8831 9.0587 8.8459 8.6937 8.8634
G229 7.197725 6.87486666666667 6.43125 6.70989165 6.631675 6.9666 6.74618333333333 6.641475 6.67143333333333 6.85416665 7.0871 7.281 7.04768335 7.9195 7.30302 6.8898 7.3443889 6.58156665 6.8408 7.715835 6.6854 6.8942 6.72348335 6.9559333 7.0033 7.26078333333333 6.98516334 7.7029 7.23035332 6.771 6.9258 6.6709 6.9443333 6.66923333333333 7.1271 7.0081667 7.06428335 7.11945 7.23245553333333 6.91122 7.23772 6.7918 7.14514 6.81272666 6.74775 6.7606 7.2753 6.9324667 6.75276666666667 6.84913333333333 6.80876666666667 6.64413333333333 6.97543333333333 7.85616666666667 6.80693335 6.80693335 6.80693335 6.80693335 6.70035 6.70035 6.70035 6.70035 6.79704165 6.79704165 6.79704165 6.76288335 6.76288335 6.901725 6.69696665 7.1411 7.0729833 6.9897 6.9897 6.9897 7.0135 7.0135 7.3459333 6.63725 6.63725 6.63725 7.3949 7.3949 6.7916 6.5919 6.5919 6.3333 6.3333 6.9244 6.5472 6.6223 6.3765 6.4854 7.1351 7.1351 6.7728 6.7728 6.5339 6.6868 6.9284 6.7554 6.6631 6.9754 6.9754 6.8642 7.0161 7.0161 7.1041 7.08216666666667 7.70953333333333 7.18807776666667 7.17443336666667 7.62953333333333 8.0824 6.7498 6.7498 6.7498 6.9102 6.9102 6.9102 6.809 6.809 6.9761 6.9761 6.9768 6.9768 7.02416666666667 6.48333333333333 6.60296666666667 7.7824 8.96796666666667 6.91536666666667 7.5212 8.5822 7.63105 7.0006 6.77765
